DATE,PriceTrends_2,PriceTrends_3,PriceTrends_4,PriceTrends_5,PriceTrends_6,PriceTrends_7,PriceTrends_8,PriceTrends_9,PriceTrends_Low,PriceTrends_High,PriceTrends_HL
2007-05-30,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-05-31,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-01,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-04,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-05,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-06,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-07,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-08,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-11,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-12,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-13,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-14,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-15,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-18,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-19,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-20,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-21,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-22,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-25,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-26,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-27,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-28,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-06-29,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-02,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-03,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-05,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-06,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-09,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-10,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-11,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-12,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-13,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-16,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-17,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-18,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-19,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-20,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-23,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-24,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-25,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-26,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-27,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
2007-07-30,99.41737891737891,99.31025641025641,99.29602272727273,99.55441595441596,102.47549857549858,99.225,99.43076923076924,99.4074074074074,99.24914772727274,99.41022727272728,100.16107954545454
