date,vwretx,nxt_freq_vwretx,ewretx,nxt_freq_ewret
2003-05-09,0.005578995160995692,0.012162752664720111,0.009336936634791293,0.030997131901020714
2003-05-16,0.012162752664720111,-0.011700132607401659,0.030997131901020714,-0.003885117966325957
2003-05-23,-0.011700132607401659,0.03402289687847104,-0.003885117966325957,0.04058296561032737
2003-05-30,0.03402289687847104,0.023826468313854487,0.04058296561032737,0.02811231089497901
2003-06-06,0.023826468313854487,0.0030226016933423416,0.02811231089497901,-0.0034718284385077958
2003-06-13,0.0030226016933423416,0.00240260403646686,-0.0034718284385077958,0.003048107246600207
2003-06-20,0.00240260403646686,-0.017900421572569547,0.003048107246600207,-0.019191743516768778
2003-06-27,-0.017900421572569547,0.011058583777414421,-0.019191743516768778,0.011244925222060997
2003-07-04,0.011058583777414421,0.01519193380657402,0.011244925222060997,0.013834261549883431
2003-07-11,0.01519193380657402,-0.007282690427790617,0.013834261549883431,-0.008205061937577085
2003-07-18,-0.007282690427790617,0.0072351453343895145,-0.008205061937577085,0.010536417878850735
2003-07-25,0.0072351453343895145,-0.017160244137532477,0.010536417878850735,-0.009564658163332962
2003-08-01,-0.017160244137532477,-0.002334788413521527,-0.009564658163332962,-0.010265677445985721
2003-08-08,-0.002334788413521527,0.013634783131525996,-0.010265677445985721,0.02461295938518826
2003-08-15,0.013634783131525996,0.0015050529347278019,0.02461295938518826,0.015356268146024643
2003-08-22,0.0015050529347278019,0.016738870249013882,0.015356268146024643,0.01960347269859608
2003-08-29,0.016738870249013882,0.013702617100922687,0.01960347269859608,0.014005245407164635
2003-09-05,0.013702617100922687,-0.003695089418417452,0.014005245407164635,-0.008908476346142669
2003-09-12,-0.003695089418417452,0.015792378799949658,-0.008908476346142669,0.021084147811172516
2003-09-19,0.015792378799949658,-0.03588266938995177,0.021084147811172516,-0.04131152640009195
2003-09-26,-0.03588266938995177,0.03441675582985426,-0.04131152640009195,0.03640392718389984
2003-10-03,0.03441675582985426,0.011413009918668449,0.03640392718389984,0.01372270747587212
2003-10-10,0.011413009918668449,-0.0029642712493421763,0.01372270747587212,0.0003226647608436384
2003-10-17,-0.0029642712493421763,-0.006522290555626142,0.0003226647608436384,-0.01321081738349883
2003-10-24,-0.006522290555626142,0.01660546731396706,-0.01321081738349883,0.032489697712763554
2003-10-31,0.01660546731396706,0.0029439265637889456,0.032489697712763554,0.009962268148071551
2003-11-07,0.0029439265637889456,-0.0014204084091702374,0.009962268148071551,-0.004618880145249693
2003-11-14,-0.0014204084091702374,-0.011852444991312328,-0.004618880145249693,-0.01620146678794665
2003-11-21,-0.011852444991312328,0.021494955813264882,-0.01620146678794665,0.03245650673484479
2003-11-28,0.021494955813264882,0.003757865693302831,0.03245650673484479,-0.0007736961768834982
2003-12-05,0.003757865693302831,0.012072752888839577,-0.0007736961768834982,0.012010663926212972
2003-12-12,0.012072752888839577,0.011786150025431041,0.012010663926212972,0.013861702291192879
2003-12-19,0.011786150025431041,0.007346115785782148,0.013861702291192879,0.01120949036457608
2003-12-26,0.007346115785782148,0.013947235676208702,0.01120949036457608,0.009737339817816881
2004-01-02,0.013947235676208702,0.010428639801530082,0.009737339817816881,0.01750599099059702
2004-01-09,0.010428639801530082,0.016371689980963167,0.01750599099059702,0.021724550758036587
